Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.342328665	1.896579503	1209.194	5761.452	1.1088	4565.039	1291.992	HARU	C2	LOLA	7
1	Spectrogram 2	1	0.342328665	1.896579503	1209.194	5761.452	1.1726	4565.039	1291.992	HARU	C2	LOLA	7
2	Spectrogram 1	1	1.802558016	1.963885319	2731.858	6673.540	0.0813	5426.367	516.797	HARU	C1	LOLA	7
2	Spectrogram 2	1	1.802558016	1.963885319	2731.858	6673.540	0.0813	5426.367	473.730	HARU	C1	LOLA	7
3	Spectrogram 1	1	2.790195890	3.010545376	3200.177	6088.142	0.1858	5426.367	1378.125	HARU	C1	LOLA	7
3	Spectrogram 2	1	2.790195890	3.010545376	3200.177	6088.142	0.1858	5469.434	1464.258	HARU	C1	LOLA	7
4	Spectrogram 1	1	3.049893499	3.221325990	2692.832	6333.511	0.1103	5340.234	1550.391	HARU	C1	LOLA	7
4	Spectrogram 2	1	3.049893499	3.221325990	2692.832	6333.511	0.1045	5383.301	1593.457	HARU	C1	LOLA	7
5	Spectrogram 1	1	3.289917046	3.418481834	3083.097	6177.128	0.0755	5426.367	1378.125	HARU	C1	LOLA	7
5	Spectrogram 2	1	3.289917046	3.418481834	3083.097	6177.128	0.0813	5426.367	1291.992	HARU	C1	LOLA	7
6	Spectrogram 1	1	3.482722846	3.675786918	2926.991	6294.415	0.1509	5340.234	1636.523	HARU	C1	LOLA	7
6	Spectrogram 2	1	3.482722846	3.675786918	2926.991	6294.415	0.1625	5340.234	1636.523	HARU	C1	LOLA	7
7	Spectrogram 1	1	3.859576264	4.147706116	2848.938	5903.457	0.1625	5167.969	1550.391	HARU	C1	LOLA	7
7	Spectrogram 2	1	3.859576264	4.147706116	2848.938	5903.457	0.1625	5167.969	1550.391	HARU	C1	LOLA	7
8	Spectrogram 1	1	4.218532736	4.451043796	2497.699	7037.234	0.1683	5254.102	1550.391	HARU	C1	LOLA	7
8	Spectrogram 2	1	4.218532736	4.451043796	2497.699	7037.234	0.1625	5297.168	1636.523	HARU	C1	LOLA	7
9	Spectrogram 1	1	4.564796214	4.728323825	2653.805	6216.223	0.1045	4995.703	1636.523	HARU	C1	LOLA	7
9	Spectrogram 2	1	4.564796214	4.728323825	2653.805	6216.223	0.1045	4995.703	1636.523	HARU	C1	LOLA	7
10	Spectrogram 1	1	4.900427477	5.045778150	2302.566	6098.936	0.1045	4737.305	1464.258	HARU	C1	LOLA	7
10	Spectrogram 2	1	4.900427477	5.045778150	2302.566	6098.936	0.0929	4737.305	1421.191	HARU	C1	LOLA	7
11	Spectrogram 1	1	5.592954432	5.770910660	2770.885	6059.840	0.1103	4651.172	1033.594	HARU	C1	LOLA	7
11	Spectrogram 2	1	5.592954432	5.770910660	2770.885	6059.840	0.1045	4651.172	1076.660	HARU	C1	LOLA	7
12	Spectrogram 1	1	5.919543849	6.140239936	2731.858	5981.649	0.1103	4823.438	1378.125	HARU	C1	LOLA	7
