Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.524954737	1.436718227	2952.149	6013.636	0.7198	4478.906	947.461	MYAX	C2	LOLA	23
2	Spectrogram 1	1	1.453986475	1.701431263	2737.627	5884.966	0.1974	5512.500	1722.656	HARU	C1	LOLA	23
3	Spectrogram 1	1	1.778629535	1.970824547	2625.887	5959.459	0.1451	5684.766	947.461	HARU	C1	LOLA	23
4	Spectrogram 1	1	2.279408725	2.412871021	2886.613	7337.584	0.0871	5598.633	775.195	HARU	C1	LOLA	23
6	Spectrogram 1	1	12.347089416	12.428057342	1210.515	6592.652	0.0639	6029.297	2239.453	HARU	C1	LOLA	23
7	Spectrogram 1	1	12.769968651	12.956465729	1694.721	2607.264	0.1509	2411.719	430.664	THAR	B1	LOLA	23
8	Spectrogram 1	1	9.254153375	9.513177094	1452.618	2346.537	0.2148	2153.320	430.664	THAR	B1	LOLA	23
9	Spectrogram 1	1	7.534235883	7.800166901	1396.748	2290.667	0.1741	2153.320	516.797	THAR	B1	LOLA	23
10	Spectrogram 1	1	14.629233423	14.722481962	1936.824	7095.481	0.0697	6029.297	1808.789	HARU	C1	LOLA	23
11	Spectrogram 1	1	14.822637800	14.998773928	1545.735	2421.030	0.1509	2239.453	344.531	THAR	B1	LOLA	23
12	Spectrogram 1	1	15.751669538	15.913991068	2532.770	7058.235	0.1277	5943.164	1981.055	HARU	C1	LOLA	23
13	Spectrogram 1	1	17.202202363	17.302358201	1936.824	7076.858	0.0697	6373.828	2067.188	HARU	C1	LOLA	23
14	Spectrogram 1	1	18.782274487	19.010215359	1676.098	2625.887	0.1916	2411.719	430.664	THAR	B1	LOLA	23
15	Spectrogram 1	1	25.839089698	26.132649913	1564.358	2551.394	0.2380	2239.453	344.531	THAR	B1	LOLA	23
16	Spectrogram 1	1	28.735062800	28.986599001	1531.895	2762.053	0.2148	2325.586	430.664	THAR	B1	LOLA	23
17	Spectrogram 1	1	30.426012401	30.548463096	2042.526	8967.289	0.0987	7321.289	3014.648	HARU	C1	LOLA	23
18	Spectrogram 1	1	30.819190347	30.940737526	1671.158	9313.851	0.0639	6632.227	1722.656	HARU	C1	LOLA	23
19	Spectrogram 1	1	32.627530696	32.715546454	2390.684	7544.603	0.0697	5426.367	1808.789	HARU	C1	LOLA	23
20	Spectrogram 1	1	33.212367855	33.299110305	2181.789	7499.695	0.0639	5684.766	1808.789	HARU	C1	LOLA	23
21	Spectrogram 1	1	33.633450609	33.747076114	2135.368	7679.328	0.0580	5684.766	1550.391	HARU	C1	LOLA	23
22	Spectrogram 1	1	36.931727129	37.100231963	1531.895	2390.684	0.1567	2067.188	258.398	THAR	B1	LOLA	23
23	Spectrogram 1	1	39.723046332	39.815846096	1740.789	7172.053	0.0755	5684.766	1981.055	HARU	C1	LOLA	23
24	Spectrogram 1	1	40.218792437	40.336013191	2088.947	7311.316	0.0987	5684.766	1808.789	HARU	C1	LOLA	23
25	Spectrogram 1	1	44.549982054	44.640214072	1661.609	7544.603	0.0639	5857.031	1808.789	HARU	C1	LOLA	23
26	Spectrogram 1	1	45.056156210	45.371186987	2924.526	5640.158	0.2612	4737.305	1033.594	MYAX	C2	LOLA	23
27	Spectrogram 1	1	45.564112811	45.864490993	2065.737	5918.684	0.2554	4565.039	1550.391	MYAX	C2	LOLA	23
28	Spectrogram 1	1	45.989038044	46.274763632	1949.684	5965.105	0.2380	4651.172	1464.258	MYAX	C2	LOLA	23
29	Spectrogram 1	1	46.413963277	46.499436743	2297.842	5802.632	0.0755	4737.305	1291.992	MYAX	C2	LOLA	23
30	Spectrogram 1	1	47.048909027	47.100193107	2460.316	5756.211	0.0406	4737.305	1378.125	MYAX	C2	LOLA	23
31	Spectrogram 1	1	47.407897586	47.801075532	2437.105	6406.105	0.3367	4995.703	1119.727	MYAX	C2	LOLA	23
32	Spectrogram 1	1	48.198909886	48.264846560	2158.579	6266.842	0.0522	4995.703	1464.258	MYAX	C2	LOLA	23
33	Spectrogram 1	1	48.350320026	48.421140899	1926.474	6081.158	0.0580	4651.172	1033.594	MYAX	C2	LOLA	23
34	Spectrogram 1	1	48.601856228	48.658024505	2019.316	6034.737	0.0406	4651.172	1205.859	MYAX	C2	LOLA	23
35	Spectrogram 1	1	48.760592665	48.824087240	2158.579	6127.579	0.0522	4823.438	1119.727	MYAX	C2	LOLA	23
36	Spectrogram 1	1	48.970613183	49.034107758	2228.211	6266.842	0.0522	4737.305	947.461	MYAX	C2	LOLA	23
37	Spectrogram 1	1	49.256338770	49.319833345	2274.632	6127.579	0.0464	4737.305	1119.727	MYAX	C2	LOLA	23
38	Spectrogram 1	1	49.644632518	49.986526383	2158.579	6777.474	0.2844	5340.234	1378.125	MYAX	C2	LOLA	23
39	Spectrogram 1	1	50.450525201	50.807071661	3203.053	5059.895	0.3019	4565.039	689.062	MYAX	C2	LOLA	23
40	Spectrogram 1	1	52.113313874	52.486955027	2390.684	5500.895	0.3251	4565.039	775.195	MYAX	C2	LOLA	23
41	Spectrogram 1	1	52.687207148	52.992469528	2321.053	5477.684	0.2496	4478.906	947.461	MYAX	C2	LOLA	23
42	Spectrogram 1	1	51.544304798	51.705483334	1624.737	2738.842	0.1335	2411.719	430.664	THAR	B1	LOLA	23
