Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.705214350	0.830275184	1082.558	6318.938	0.0929	5512.500	1033.594	THAR	P2	LOLA	16
2	Spectrogram 1	1	0.979510172	1.099299577	854.651	6350.400	0.0813	5512.500	689.062	THAR	P2	LOLA	16
3	Spectrogram 1	1	1.424843228	1.568833923	1215.180	6517.786	0.0987	6029.297	861.328	THAR	P2	LOLA	16
4	Spectrogram 1	1	1.769258976	1.875359935	1196.512	6473.597	0.0697	5857.031	861.328	THAR	P2	LOLA	16
5	Spectrogram 1	1	9.828871170	11.400118684	1455.300	5688.900	1.2423	4737.305	1205.859	MYME	C1	LOLA	16
6	Spectrogram 1	1	21.833967996	22.250818136	2165.116	3874.419	0.3657	3186.914	775.195	THAR	B2	LOLA	16
7	Spectrogram 1	1	22.655381456	22.803421693	5616.075	7848.695	0.1103	7321.289	344.531	THAR	P1	LOLA	16
8	Spectrogram 1	1	23.415309479	23.550638738	1638.390	7342.328	0.0929	5943.164	1291.992	THAR	P2	LOLA	16
9	Spectrogram 1	1	24.700674197	24.981171487	1092.260	4778.638	0.2148	2583.984	602.930	THAR	B1	LOLA	16
10	Spectrogram 1	1	26.624264903	26.810614039	2116.254	7048.046	0.1219	5684.766	1378.125	THAR	P2	LOLA	16
11	Spectrogram 1	1	27.399528246	27.592617410	795.391	6893.387	0.1277	5857.031	1291.992	THAR	P2	LOLA	16
12	Spectrogram 1	1	27.898190096	28.147521020	1023.994	4369.040	0.1916	2928.516	430.664	THAR	B1	LOLA	16
13	Spectrogram 1	1	28.182583182	28.451393085	682.663	4369.040	0.2148	2497.852	516.797	THAR	B1	LOLA	16
14	Spectrogram 1	1	29.013120183	29.928612595	1297.059	6218.100	0.7721	5081.836	1550.391	MYME	C1	LOLA	16
15	Spectrogram 1	1	29.952006946	30.162379913	1843.189	3686.378	0.1509	3186.914	516.797	THAR	B1	LOLA	16
16	Spectrogram 1	1	30.890893709	31.202557364	1228.793	3413.313	0.2438	2497.852	516.797	THAR	B1	LOLA	16
17	Spectrogram 1	1	31.502533633	31.685636031	1979.721	3345.046	0.1277	3014.648	430.664	THAR	B1	LOLA	16
18	Spectrogram 1	1	32.904587199	33.122751758	1774.923	3481.579	0.1451	3014.648	430.664	THAR	B1	LOLA	16
19	Spectrogram 1	1	33.586351446	34.018784768	1092.260	4642.105	0.2612	2670.117	775.195	THAR	B2	LOLA	16
20	Spectrogram 1	1	34.482384456	34.731715381	1774.923	3549.845	0.1683	2928.516	344.531	THAR	B1	LOLA	16
21	Spectrogram 1	1	37.152802503	37.546277869	1092.260	3959.443	0.2554	2928.516	689.062	THAR	B1	LOLA	16
22	Spectrogram 1	1	38.795393357	38.972652061	1774.923	3754.644	0.1335	3014.648	430.664	THAR	B1	LOLA	16
23	Spectrogram 1	1	40.727708007	40.930289383	1228.793	3891.176	0.1567	2928.516	775.195	THAR	B1	LOLA	16
24	Spectrogram 1	1	42.714563789	42.878187208	1774.923	3754.644	0.1161	3100.781	430.664	THAR	B1	LOLA	16
25	Spectrogram 1	1	41.927613058	42.247068305	1911.455	4778.638	0.2554	3531.445	1291.992	THAR	B2	LOLA	16
26	Spectrogram 1	1	43.569690939	43.789803396	1365.325	4505.573	0.1916	2497.852	516.797	THAR	B1	LOLA	16
27	Spectrogram 1	1	44.504681905	44.666245409	1365.325	7622.495	0.1103	5684.766	1205.859	THAR	P2	LOLA	16
28	Spectrogram 1	1	45.398766994	45.611087859	1433.591	3618.111	0.1625	2670.117	516.797	THAR	B1	LOLA	16
29	Spectrogram 1	1	45.605244166	45.747534020	1092.260	6584.068	0.1045	5770.898	1033.594	THAR	P2	LOLA	16
30	Spectrogram 1	1	47.159666625	47.465486587	1774.923	3822.910	0.1974	2928.516	516.797	THAR	B2	LOLA	16
31	Spectrogram 1	1	47.595995743	47.964148436	955.728	4778.638	0.2496	2497.852	344.531	THAR	B2	LOLA	16
32	Spectrogram 1	1	48.406321224	48.756942837	1433.591	4915.170	0.2786	3445.312	1291.992	THAR	B2	LOLA	16
33	Spectrogram 1	1	49.510779321	49.781537122	819.195	4505.573	0.2090	2583.984	516.797	THAR	B1	LOLA	16
34	Spectrogram 1	1	49.789328713	49.960743724	1297.059	3618.111	0.1393	2928.516	430.664	THAR	B1	LOLA	16
35	Spectrogram 1	1	51.600873686	51.824881939	1706.656	4095.975	0.1567	2928.516	430.664	THAR	B1	LOLA	16
36	Spectrogram 1	1	51.840465122	52.134597697	1433.591	4300.774	0.1916	2583.984	430.664	THAR	B1	LOLA	16
