Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.287940916	0.668156482	2289.089	6076.344	0.3135	4651.172	1894.922	MYAX	C2	MODEL	14
2	Spectrogram 1	1	1.037667201	1.954713112	2382.521	5965.598	0.8011	4565.039	1636.523	MYAX	C2	MODEL	14
3	Spectrogram 1	1	6.765275662	7.169348190	1775.455	3031.673	0.3657	2756.250	602.930	THAR	B2	MODEL	14
4	Spectrogram 1	1	8.920256531	9.019769198	1489.091	3434.000	0.0755	2756.250	430.664	MYSP	C1	MODEL	14
5	Spectrogram 1	1	9.394161876	9.512593837	1202.727	3167.155	0.0697	2670.117	172.266	MYSP	C1	MODEL	14
6	Spectrogram 1	1	9.761059525	10.206853898	1145.455	3179.345	0.3599	2239.453	172.266	THAR	B2	MODEL	14
7	Spectrogram 1	1	14.791766854	14.872753064	2233.980	4867.839	0.0580	4134.375	602.930	MYSP	C1	MODEL	14
8	Spectrogram 1	1	15.138067601	15.201878439	1906.922	4295.455	0.0348	3445.312	172.266	MYSP	C1	MODEL	14
9	Spectrogram 1	1	15.297506986	15.870034920	1317.273	2904.986	0.4818	2239.453	258.398	THAR	B2	MODEL	14
10	Spectrogram 1	1	15.407566355	15.536402145	1794.450	4505.550	0.1161	2756.250	775.195	MYSP	C1	MODEL	14
11	Spectrogram 1	1	23.641521737	25.247940512	916.364	4446.100	0.8998	2928.516	947.461	HARU	S1	MODEL	14
12	Spectrogram 1	1	24.944057734	25.419139734	1996.086	3731.186	0.3135	3273.047	1119.727	HARU	C2	MODEL	14
13	Spectrogram 1	1	25.421633331	25.510207951	535.395	5993.695	0.0697	5254.102	1808.789	HARU	C1	MODEL	14
14	Spectrogram 1	1	34.602015365	35.954791245	766.614	3586.114	0.9346	2153.320	1033.594	HARU	S1	MODEL	14
15	Spectrogram 1	1	37.096032272	37.511408972	916.364	4916.100	0.3135	2325.586	861.328	HARU	B2	MODEL	14
16	Spectrogram 1	1	37.661869802	39.833371214	1202.727	4113.573	1.8518	3445.312	2239.453	MYAX	S1	MODEL	14
17	Spectrogram 1	1	42.904220982	44.180535245	916.364	3739.832	0.8243	2928.516	947.461	HARU	S1	MODEL	14
18	Spectrogram 1	1	47.574161935	47.681905201	46.686	2978.182	0.0871	1033.594	86.133	MYSP	C1	MODEL	14
19	Spectrogram 1	1	48.103649363	48.217378126	1145.455	3150.000	0.1045	2411.719	430.664	MYSP	C1	MODEL	14
20	Spectrogram 1	1	48.487483938	48.629644891	1030.909	2920.909	0.1219	1205.859	86.133	MYSP	C1	MODEL	14
21	Spectrogram 1	1	50.526349099	51.838863789	1360.464	4252.264	1.1552	3014.648	947.461	HARU	S1	MODEL	14
22	Spectrogram 1	1	51.768886391	52.235916161	1565.173	3589.373	0.3599	3273.047	1205.859	THAR	B2	MODEL	14
23	Spectrogram 1	1	52.265202930	52.450404390	1059.545	5469.545	0.1219	4995.703	689.062	THAR	P2	MODEL	14
24	Spectrogram 1	1	52.447232853	52.922314853	1351.059	3230.759	0.3773	2670.117	516.797	THAR	B2	MODEL	14
25	Spectrogram 1	1	52.489952136	52.973834459	2691.818	4566.082	0.3773	3962.109	430.664	MYLO	C1	MODEL	14
26	Spectrogram 1	1	55.824233309	57.119251469	1718.182	5924.941	1.1668	5684.766	430.664	MYAX	S1	MODEL	14
27	Spectrogram 1	1	58.507075900	59.812472914	1048.300	3867.800	0.8243	2928.516	1205.859	HARU	S1	MODEL	14
28	Spectrogram 1	1	59.425217437	59.798256819	1194.741	4303.441	0.2670	2067.188	775.195	HARU	C2	MODEL	14
29	Spectrogram 1	1	59.795061631	59.905342619	644.318	5841.818	0.0871	4823.438	3617.578	HARU	C1	MODEL	14
