Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.465623164	1.727213160	1414.528	7361.855	1.0391	5340.234	689.062	THAR	P1	LOLA	6
2	Spectrogram 1	1	2.817314837	3.167023374	2311.694	5405.806	0.2438	4823.438	1205.859	THAR	B3	LOLA	6
3	Spectrogram 1	1	3.273114727	4.664090254	1244.758	5050.161	1.1378	4565.039	1808.789	MYLO	C4	LOLA	6
4	Spectrogram 1	1	5.146841959	6.121310689	998.491	4368.396	0.8127	3962.109	516.797	MYLO	C4	LOLA	6
5	Spectrogram 1	1	6.003984533	7.002633199	2410.116	4867.642	0.8301	4220.508	602.930	MYLO	C4	LOLA	6
6	Spectrogram 1	1	7.286522584	8.001656894	1955.377	5325.283	0.6211	5167.969	775.195	THAR	P1	LOLA	5
7	Spectrogram 1	1	11.404506559	12.131428797	1372.925	4285.189	0.5805	3962.109	689.062	MYLO	C4	LOLA	6
8	Spectrogram 1	1	11.797437499	13.098038909	2454.623	5034.057	1.1494	4565.039	947.461	MYLO	C4	LOLA	6
9	Spectrogram 1	1	14.350107851	15.269566249	3369.906	5325.283	0.8475	5167.969	861.328	MYLO	C4	LOLA	6
10	Spectrogram 1	1	14.094702740	14.633018127	2288.208	4118.774	0.4005	3703.711	602.930	MYLO	C4	LOLA	6
11	Spectrogram 1	1	15.462102410	16.558379732	748.868	8611.981	0.8940	5684.766	947.461	MYAX	C1	LOLA	6
12	Spectrogram 1	1	18.433348144	19.278149664	748.868	4867.642	0.7198	4306.641	2067.188	MYLO	C2	LOLA	6
13	Spectrogram 1	1	16.087550434	16.409753805	2080.189	3161.887	0.2496	2670.117	258.398	THAR	B2	LOLA	6
14	Spectrogram 1	1	16.449046899	17.109170877	3245.094	5117.264	0.5747	4909.570	775.195	MYLO	C2	LOLA	6
15	Spectrogram 1	1	17.278131181	17.545324220	2246.604	4576.415	0.2032	3962.109	1033.594	THAR	B2	LOLA	6
16	Spectrogram 1	1	17.922537923	18.166155105	2246.604	4909.245	0.2090	4565.039	1636.523	THAR	B2	LOLA	6
17	Spectrogram 1	1	19.729743045	20.774939345	1729.412	5075.660	0.8127	4392.773	1119.727	MYLO	C4	LOLA	6
18	Spectrogram 1	1	19.789073000	20.100537668	1664.151	8611.981	0.2728	5426.367	1722.656	MYME	C1	LOLA	6
19	Spectrogram 1	1	22.940333188	23.891226062	2246.604	5450.094	0.8359	5340.234	1033.594	MYLO	C4	LOLA	6
20	Spectrogram 1	1	24.956686501	25.329970894	1372.925	7571.887	0.3309	5426.367	344.531	MYAX	C1	LOLA	6
21	Spectrogram 1	1	25.907579375	26.410530978	1164.906	3453.113	0.3947	2583.984	430.664	THAR	B2	LOLA	6
22	Spectrogram 1	1	27.131112831	27.732297169	1331.321	8695.189	0.5224	5512.500	430.664	MYAX	C1	LOLA	6
23	Spectrogram 1	1	27.791236810	28.203814296	1331.321	7779.906	0.3425	5512.500	689.062	MYAX	C1	LOLA	6
24	Spectrogram 1	1	27.838388522	28.526706472	1331.321	5741.321	0.6095	5081.836	2583.984	MYLO	C4	LOLA	6
25	Spectrogram 1	1	28.499201306	29.281133876	1289.717	5117.264	0.6850	4134.375	1291.992	MYLO	C2	LOLA	6
26	Spectrogram 1	1	30.212172340	30.471506760	1414.528	6074.151	0.2148	5426.367	1205.859	MYME	C1	LOLA	6
27	Spectrogram 1	1	31.586256761	32.407482425	2080.189	6282.170	0.6618	4737.305	1894.922	MYLO	C2	LOLA	6
28	Spectrogram 1	1	35.141017591	35.871869138	915.283	7488.679	0.6327	5512.500	430.664	MYAX	C1	LOLA	6
29	Spectrogram 1	1	35.990529482	36.355955256	2205.000	4618.019	0.3019	3875.977	602.930	THAR	B1	LOLA	6
30	Spectrogram 1	1	36.693875864	36.921775809	915.283	5658.113	0.2032	5426.367	258.398	MYAX	C5	LOLA	6
31	Spectrogram 1	1	36.957139594	37.731213545	790.472	5366.887	0.6850	5340.234	430.664	MYLO	C4	LOLA	6
32	Spectrogram 1	1	38.215271138	38.512661126	1622.547	6531.792	0.2554	5426.367	344.531	MYAX	C1	LOLA	6
33	Spectrogram 1	1	38.933097231	39.310310933	1830.566	7197.453	0.3367	5512.500	430.664	MYAX	C1	LOLA	6
34	Spectrogram 1	1	40.287741579	40.627521217	1164.906	7613.491	0.2844	5512.500	602.930	MYAX	C1	LOLA	6
35	Spectrogram 1	1	45.831721254	46.153924624	1040.094	9152.830	0.2728	5598.633	602.930	MYAX	C1	LOLA	6
