Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.892361051	0.985915032	2508.972	7526.915	0.0464	5081.836	516.797	HARU	C1	MODEL	4
2	Spectrogram 1	1	1.125046593	1.200651176	1978.228	6209.748	0.0522	5254.102	1808.789	THAR	P1	MODEL	4
3	Spectrogram 1	1	1.216143660	1.290565175	1881.729	6320.678	0.0406	5684.766	1291.992	THAR	P1	MODEL	4
4	Spectrogram 1	1	1.343339216	1.422500277	3184.464	6706.674	0.0639	5684.766	1119.727	THAR	P1	MODEL	4
5	Spectrogram 1	1	1.489667238	1.585620039	3280.963	7044.420	0.0871	5943.164	1636.523	THAR	P1	MODEL	4
6	Spectrogram 1	1	1.679174020	1.770329181	3184.464	6396.487	0.0639	5943.164	1722.656	THAR	P1	MODEL	4
7	Spectrogram 1	1	1.921454843	2.154140386	2171.225	5934.683	0.1625	5512.500	1722.656	THAR	B3	MODEL	4
8	Spectrogram 1	1	5.289669803	5.371229684	2364.223	7575.164	0.0232	3962.109	430.664	HARU	C1	MODEL	4
9	Spectrogram 1	1	5.384243571	5.445593105	2026.477	6803.173	0.0464	4306.641	1378.125	HARU	C1	MODEL	4
10	Spectrogram 1	1	6.354630937	6.441103417	2026.477	6318.100	0.0580	4823.438	1550.391	HARU	C1	MODEL	4
11	Spectrogram 1	1	6.696441241	6.791331141	2219.475	7013.100	0.0522	4565.039	1378.125	HARU	C1	MODEL	4
12	Spectrogram 1	1	7.094630991	7.175142346	1736.980	6320.678	0.0697	4392.773	1291.992	HARU	C1	MODEL	4
13	Spectrogram 1	1	7.451006712	7.532566593	1543.982	6031.182	0.0580	4220.508	1033.594	HARU	C1	MODEL	4
14	Spectrogram 1	1	7.868401397	7.954758918	1495.733	6224.179	0.0639	4048.242	947.461	HARU	C1	MODEL	4
15	Spectrogram 1	1	8.309784282	8.424927644	1978.228	6368.928	0.0813	3962.109	689.062	HARU	C1	MODEL	4
16	Spectrogram 1	1	8.765560088	8.854316429	2122.976	5645.186	0.0639	3875.977	689.062	HARU	C1	MODEL	4
17	Spectrogram 1	1	9.160091754	9.232056355	1833.479	6272.429	0.0464	4737.305	1378.125	HARU	C1	MODEL	4
18	Spectrogram 1	1	9.531908859	9.656647500	2122.976	6127.681	0.0813	4134.375	947.461	HARU	C1	MODEL	4
19	Spectrogram 1	1	10.076441010	10.167596170	1736.980	6570.800	0.0639	3789.844	689.062	HARU	C1	MODEL	4
20	Spectrogram 1	1	11.124796740	11.194362530	1350.985	6320.678	0.0580	3359.180	1464.258	HARU	C1	MODEL	4
21	Spectrogram 1	1	11.614156030	11.712507650	1881.729	7478.665	0.0755	4306.641	1464.258	HARU	C1	MODEL	4
22	Spectrogram 1	1	12.163485820	12.233051600	2122.976	6320.678	0.0464	4306.641	1205.859	HARU	C1	MODEL	4
23	Spectrogram 1	1	13.077436250	13.156597310	1929.978	5645.186	0.0639	4134.375	1033.594	HARU	C1	MODEL	4
24	Spectrogram 1	1	13.560885100	13.635248520	2074.726	5355.689	0.0464	3703.711	775.195	HARU	C1	MODEL	4
25	Spectrogram 1	1	15.485695670	15.572053190	1881.729	6272.429	0.0639	3617.578	861.328	HARU	C1	MODEL	4
26	Spectrogram 1	1	15.939072650	16.013436080	1785.230	6368.928	0.0580	3531.445	861.328	HARU	C1	MODEL	4
27	Spectrogram 1	1	16.315687400	16.421235480	1929.978	5789.934	0.0755	3617.578	344.531	HARU	C1	MODEL	4
28	Spectrogram 1	1	17.803848890	17.871015850	2122.976	7961.160	0.0522	6029.297	2928.516	HARU	C1	MODEL	4
29	Spectrogram 1	1	18.240434140	18.331589300	1785.230	7816.411	0.0639	5512.500	2239.453	HARU	C1	MODEL	4
30	Spectrogram 1	1	18.592945720	18.703406400	2452.367	7768.162	0.0580	4995.703	1550.391	HARU	C1	MODEL	4
31	Spectrogram 1	1	18.959922080	19.072824690	2202.476	7768.162	0.0639	5081.836	1550.391	HARU	C1	MODEL	4
32	Spectrogram 1	1	19.343733280	19.444641790	2394.364	8154.158	0.0639	5254.102	1636.523	HARU	C1	MODEL	4
33	Spectrogram 1	1	20.019022670	20.137900780	2446.061	7478.665	0.0697	5167.969	1550.391	HARU	C1	MODEL	4
34	Spectrogram 1	1	20.661137140	20.772804420	2176.022	7140.919	0.0522	5081.836	1636.523	HARU	C1	MODEL	4
35	Spectrogram 1	1	21.340768850	21.446316930	2991.466	7526.915	0.0871	4478.906	1119.727	HARU	C1	MODEL	4
36	Spectrogram 1	1	21.909289200	22.005242000	3280.963	8877.899	0.0755	5081.836	1464.258	HARU	C1	MODEL	4
37	Spectrogram 1	1	22.454481530	22.536041410	3811.707	7478.665	0.0580	5254.102	689.062	HARU	C1	MODEL	4
38	Spectrogram 1	1	22.857483290	22.982221930	2547.167	6947.921	0.0697	5167.969	1636.523	HARU	C1	MODEL	4
39	Spectrogram 1	1	23.292761350	23.402015440	1952.114	6996.171	0.0639	5167.969	1464.258	HARU	C1	MODEL	4
40	Spectrogram 1	1	23.745046700	23.872184160	2171.225	6658.425	0.0755	5167.969	1550.391	HARU	C1	MODEL	4
41	Spectrogram 1	1	24.705608870	24.802926330	2683.221	7333.917	0.0406	4995.703	1464.258	HARU	C1	MODEL	4
42	Spectrogram 1	1	25.780434920	25.890780640	2026.477	7430.416	0.0697	4995.703	1464.258	HARU	C1	MODEL	4
43	Spectrogram 1	1	26.252181260	26.362526980	1978.228	7430.416	0.0755	4995.703	1636.523	HARU	C1	MODEL	4
44	Spectrogram 1	1	26.671974760	26.782320480	2026.477	7285.667	0.0580	5081.836	1722.656	HARU	C1	MODEL	4
45	Spectrogram 1	1	27.230899830	27.350840830	1833.479	7478.665	0.0697	5167.969	1894.922	HARU	C1	MODEL	4
46	Spectrogram 1	1	27.636300410	27.746646140	2003.172	7189.168	0.0639	4909.570	1722.656	HARU	C1	MODEL	4
47	Spectrogram 1	1	28.113165250	28.200023120	1510.923	6368.928	0.0464	4823.438	1722.656	HARU	C1	MODEL	4
48	Spectrogram 1	1	28.614222500	28.712574130	2436.597	6634.300	0.0639	4909.570	1636.523	HARU	C1	MODEL	4
49	Spectrogram 1	1	29.016024860	29.109578840	771.991	6175.930	0.0639	4909.570	1636.523	HARU	C1	MODEL	4
50	Spectrogram 1	1	29.447812460	29.570152290	1543.982	6706.674	0.0813	5081.836	1205.859	HARU	C1	MODEL	4
51	Spectrogram 1	1	29.901189450	30.012922280	1136.381	6320.678	0.0697	5081.836	1291.992	HARU	C1	MODEL	4
52	Spectrogram 1	1	30.301742990	30.383352280	1157.987	6803.173	0.0580	4737.305	1550.391	HARU	C1	MODEL	4
53	Spectrogram 1	1	30.866643550	30.980658460	2270.822	7768.162	0.0697	4823.438	1636.523	HARU	C1	MODEL	4
54	Spectrogram 1	1	31.477316540	31.570870520	1881.729	7430.416	0.0639	4565.039	1550.391	HARU	C1	MODEL	4
55	Spectrogram 1	1	31.984573570	32.089015650	2134.718	7478.665	0.0639	5167.969	1464.258	HARU	C1	MODEL	4
56	Spectrogram 1	1	32.508809150	32.683923020	2122.976	7189.168	0.1451	5684.766	602.930	THAR	P2	MODEL	4
57	Spectrogram 1	1	33.074930410	33.206865510	4149.453	7671.663	0.1103	6546.094	1981.055	THAR	P2	MODEL	4
58	Spectrogram 1	1	34.492580570	34.576539270	2267.724	7140.919	0.0522	4737.305	1550.391	HARU	C1	MODEL	4
59	Spectrogram 1	1	34.885987060	34.988927430	2122.976	6947.921	0.0639	4995.703	1722.656	HARU	C1	MODEL	4
60	Spectrogram 1	1	35.413583770	35.500084980	2313.285	7237.418	0.0522	4995.703	1636.523	HARU	C1	MODEL	4
