Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	1.614768683	1.733885528	2331.600	5196.100	0.0987	3703.711	1033.594	TOAS	S1	LOLA	17
2	Spectrogram 1	1	3.045521731	3.149402700	1663.346	4663.100	0.0871	2928.516	344.531	TOAS	S1	LOLA	17
3	Spectrogram 1	1	5.873634918	6.171794317	1583.569	2135.419	0.2438	2067.188	172.266	TOAS	S1	LOLA	17
4	Spectrogram 1	1	7.009448900	7.815519368	1295.647	3119.151	0.7256	2583.984	689.062	TOAS	S1	LOLA	17
5	Spectrogram 1	1	8.306555183	8.561377460	1535.582	2807.236	0.2148	2067.188	172.266	TOAS	S1	LOLA	17
6	Spectrogram 1	1	8.764195191	8.895940042	1535.582	2375.354	0.0755	2153.320	344.531	TOAS	S1	LOLA	17
7	Spectrogram 1	1	9.100491257	9.279040200	1247.661	2255.386	0.1393	1981.055	258.398	TOAS	S1	LOLA	17
8	Spectrogram 1	1	11.612356896	11.991990084	1943.471	3910.936	0.3077	2583.984	344.531	THAR	B2	LOLA	17
9	Spectrogram 1	1	13.146676360	13.323491817	1631.556	2639.282	0.1393	2153.320	258.398	TOAS	S1	LOLA	17
10	Spectrogram 1	1	14.287035131	14.775727690	1847.497	3958.923	0.3483	3186.914	775.195	THAR	B2	LOLA	17
11	Spectrogram 1	1	14.514052050	14.611647237	2037.893	5787.616	0.0755	4565.039	1894.922	HARU	C1	LOLA	17
12	Spectrogram 1	1	14.730931017	14.829890839	1345.009	5624.584	0.0697	4306.641	1464.258	HARU	C1	LOLA	17
13	Spectrogram 1	1	16.409339122	16.742294838	1847.497	3893.750	0.2496	3014.648	775.195	THAR	B2	LOLA	17
14	Spectrogram 1	1	18.098528568	18.583299465	1618.750	4462.500	0.3309	3186.914	1033.594	THAR	B2	LOLA	17
15	Spectrogram 1	1	20.230981108	20.894905817	1815.601	3750.650	0.5515	2583.984	430.664	THAR	B2	LOLA	17
16	Spectrogram 1	1	23.043360088	23.567765891	1982.828	4371.777	0.4528	3445.312	1205.859	HARU	C2	LOLA	17
17	Spectrogram 1	1	23.558058405	23.612691225	716.685	5053.974	0.0348	3617.578	1981.055	HARU	C1	LOLA	17
18	Spectrogram 1	1	25.382720273	25.904499221	1648.375	2818.960	0.4412	2239.453	258.398	THAR	B2	LOLA	17
19	Spectrogram 1	1	27.990657198	28.436162811	1863.380	2723.402	0.3773	2239.453	172.266	THAR	B2	LOLA	17
20	Spectrogram 1	1	28.389746554	29.324094903	1648.375	3511.755	0.8475	3014.648	861.328	HARU	C2	LOLA	17
21	Spectrogram 1	1	31.022910084	31.515219789	1576.706	2699.512	0.3773	2239.453	344.531	THAR	B2	LOLA	17
22	Spectrogram 1	1	31.738358288	32.098923142	2102.275	3941.766	0.3019	3359.180	1033.594	HARU	C2	LOLA	17
23	Spectrogram 1	1	33.971200367	34.447113047	1575.000	5206.250	0.4122	4134.375	1981.055	MYLO	C2	LOLA	17
24	Spectrogram 1	1	33.986801730	34.600455377	1624.485	2866.739	0.5399	2411.719	430.664	THAR	B2	LOLA	17
25	Spectrogram 1	1	37.560030449	37.934463182	1624.485	2651.733	0.3019	2153.320	172.266	THAR	B2	LOLA	17
26	Spectrogram 1	1	45.809076405	45.946021710	955.580	4085.103	0.1103	3014.648	775.195	THAR	P3	LOLA	17
27	Spectrogram 1	1	46.107235804	46.226846261	1839.491	4706.230	0.1045	3100.781	516.797	THAR	P3	LOLA	17
28	Spectrogram 1	1	46.485135507	46.615146873	1887.270	3965.655	0.1045	3186.914	602.930	THAR	P3	LOLA	17
29	Spectrogram 1	1	47.541076336	48.803019194	1672.264	6081.250	1.0275	4392.773	861.328	MYME	C1	LOLA	17
30	Spectrogram 1	1	51.171102880	51.320182579	2006.717	5040.683	0.1103	3962.109	1378.125	THAR	P3	LOLA	17
31	Spectrogram 1	1	55.144878052	55.437836997	1672.264	2675.623	0.2380	2325.586	258.398	THAR	B1	LOLA	17
32	Spectrogram 1	1	55.547046544	56.053224128	1575.000	5118.750	0.4180	4565.039	430.664	MYLO	C2	LOLA	17
