Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.154851810	0.947307178	1384.680	2700.000	0.6850	2325.586	344.531	HARU	C2	MODEL	5
2	Spectrogram 1	1	2.427155572	2.582708127	1682.750	6750.000	0.1045	6029.297	775.195	THAR	P2	MODEL	5
3	Spectrogram 1	1	2.723701589	2.931467983	1772.550	6750.000	0.1277	5684.766	689.062	THAR	P2	MODEL	5
4	Spectrogram 1	1	9.353139231	9.440599350	1324.014	3300.000	0.0639	2239.453	258.398	MYSP	C1	MODEL	5
5	Spectrogram 1	1	10.621702619	11.952612911	1165.744	6100.000	1.0739	4392.773	861.328	MYME	C2	MODEL	5
6	Spectrogram 1	1	12.508711100	14.990424987	2169.304	6500.000	1.7763	4565.039	775.195	MYME	C2	MODEL	5
7	Spectrogram 1	1	15.175020934	16.654103762	1341.298	5400.000	1.1378	4478.906	602.930	MYME	C2	MODEL	5
8	Spectrogram 1	1	23.495227327	25.147016611	2143.750	5162.500	1.2829	4478.906	689.062	MYME	C2	MODEL	5
9	Spectrogram 1	1	26.429997496	28.121560982	2625.000	5775.000	1.3177	4478.906	775.195	MYME	C2	MODEL	5
10	Spectrogram 1	1	29.566620770	29.687091081	1206.483	2700.000	0.0987	2325.586	775.195	MYSP	C1	MODEL	5
11	Spectrogram 1	1	31.100982391	32.260373265	1925.000	5700.000	0.8707	4565.039	1033.594	MYME	C2	MODEL	5
12	Spectrogram 1	1	36.558145157	37.924733509	2350.000	6070.728	1.0913	4392.773	689.062	MYME	C2	MODEL	5
13	Spectrogram 1	1	38.945252400	40.207873290	1325.791	5150.000	1.0159	4306.641	861.328	MYME	C2	MODEL	5
14	Spectrogram 1	1	43.501692882	44.879997522	1959.968	6400.000	1.0797	4478.906	775.195	MYME	C2	MODEL	5
15	Spectrogram 1	1	45.002048322	45.968693831	1644.858	5400.000	0.7488	4306.641	602.930	MYME	C2	MODEL	5
16	Spectrogram 1	1	46.624587831	46.704680836	1016.802	4900.000	0.0639	3875.977	2153.320	MYAX	C3	MODEL	5
17	Spectrogram 1	1	46.964610693	47.081718519	1393.692	4450.000	0.0755	3617.578	1636.523	MYAX	C3	MODEL	5
18	Spectrogram 1	1	47.365206368	47.477608086	1250.000	4822.965	0.0813	4048.242	2067.188	MYAX	C3	MODEL	5
19	Spectrogram 1	1	47.748982735	47.892349537	1255.262	5800.000	0.0929	4220.508	1894.922	MYAX	C3	MODEL	5
20	Spectrogram 1	1	48.976332875	49.070592296	1700.000	3950.000	0.0813	2842.383	602.930	MYSP	C1	MODEL	5
21	Spectrogram 1	1	49.560741283	49.673852588	2000.000	3700.000	0.0987	2928.516	430.664	MYSP	C1	MODEL	5
22	Spectrogram 1	1	50.087339016	50.205053346	1850.000	3525.000	0.0987	2928.516	689.062	MYSP	C1	MODEL	5
23	Spectrogram 1	1	50.800076646	50.977980595	1900.000	3934.019	0.1451	3100.781	602.930	MYSP	C1	MODEL	5
24	Spectrogram 1	1	51.774520792	51.925287773	1000.000	4356.309	0.0929	3962.109	1894.922	MYAX	C3	MODEL	5
25	Spectrogram 1	1	54.128959098	54.639841457	1650.059	3649.941	0.4005	2239.453	172.266	THAR	B2	MODEL	5
26	Spectrogram 1	1	54.933773874	56.355362914	1961.716	6400.000	1.0855	4823.438	1119.727	MYME	C2	MODEL	5
27	Spectrogram 1	1	57.957958342	58.227183642	1600.000	5134.506	0.1567	4134.375	430.664	MYLO	C3	MODEL	5
28	Spectrogram 1	1	58.882021979	59.014249805	1450.000	3459.573	0.1045	3014.648	947.461	MYSP	C1	MODEL	5
29	Spectrogram 1	1	59.124806146	59.231046472	1300.000	3837.816	0.0871	2842.383	947.461	MYSP	C1	MODEL	5
30	Spectrogram 1	1	59.405161763	59.494972850	1300.000	3558.703	0.0697	2928.516	947.461	MYSP	C1	MODEL	5
31	Spectrogram 1	1	59.581234120	59.947418070	1723.750	3300.000	0.3251	2497.852	344.531	THAR	B2	MODEL	5
