Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.818873994	1.220698858	6110.855	8641.124	0.3309	7149.023	344.531	MYLO	C6	MODEL	9
2	Spectrogram 1	1	1.340767598	1.574234593	6365.473	8707.968	0.1683	7493.555	689.062	MYLO	C6	MODEL	9
3	Spectrogram 1	1	13.426859670	13.698072541	1186.957	3652.174	0.2264	1981.055	258.398	MYSP	C1	MODEL	9
4	Spectrogram 1	1	14.148521743	15.087154113	2222.093	5602.900	0.8301	4909.570	861.328	MYME	C1	MODEL	9
5	Spectrogram 1	1	16.850201101	16.962477442	942.630	5752.174	0.0929	4737.305	2756.250	HARU	C1	MODEL	9
6	Spectrogram 1	1	17.153653969	17.224719598	897.384	5889.130	0.0522	4995.703	2756.250	HARU	C1	MODEL	9
7	Spectrogram 1	1	17.493574096	17.575654367	1979.946	6623.547	0.0639	5512.500	947.461	HARU	C1	MODEL	9
8	Spectrogram 1	1	17.842613268	17.912901675	2389.407	7649.128	0.0522	5770.898	1205.859	HARU	C1	MODEL	9
9	Spectrogram 1	1	18.552483478	18.637384898	2393.023	6238.953	0.0755	5770.898	1550.391	HARU	C1	MODEL	9
10	Spectrogram 1	1	18.947620595	19.034880388	1111.047	6324.419	0.0697	5512.500	1464.258	HARU	C1	MODEL	9
11	Spectrogram 1	1	19.480612845	19.560797519	2478.488	7008.140	0.0580	5770.898	947.461	HARU	C1	MODEL	9
12	Spectrogram 1	1	19.931062047	20.001813231	1239.244	6623.547	0.0580	5254.102	1722.656	HARU	C1	MODEL	9
13	Spectrogram 1	1	20.353284942	20.430233151	958.696	6619.565	0.0580	5340.234	1808.789	HARU	C1	MODEL	9
14	Spectrogram 1	1	20.887052623	20.974312416	1324.709	6580.814	0.0755	5340.234	3445.312	HARU	C1	MODEL	9
15	Spectrogram 1	1	22.412436982	22.624690533	4154.348	6573.913	0.1858	5857.031	947.461	HARU	C1	MODEL	9
16	Spectrogram 1	1	23.099844807	23.195416748	989.641	6391.304	0.0697	5770.898	1205.859	HARU	C1	MODEL	9
17	Spectrogram 1	1	24.576297321	24.672990605	1807.254	7258.696	0.0871	5598.633	1894.922	HARU	C1	MODEL	9
18	Spectrogram 1	1	25.474837353	25.545851259	1025.581	6345.652	0.0580	5598.633	2497.852	HARU	C1	MODEL	9
19	Spectrogram 1	1	25.873665076	25.953849751	1239.244	6196.221	0.0522	5598.633	1981.055	HARU	C1	MODEL	9
20	Spectrogram 1	1	26.265154959	26.333547770	1153.779	6538.081	0.0522	5426.367	775.195	HARU	C1	MODEL	9
21	Spectrogram 1	1	26.661361588	26.746263008	1623.837	7435.465	0.0580	5684.766	947.461	HARU	C1	MODEL	9
22	Spectrogram 1	1	29.365098181	29.438207738	1324.709	6538.081	0.0639	5598.633	1291.992	HARU	C1	MODEL	9
23	Spectrogram 1	1	30.070251645	30.155153065	3162.209	7578.261	0.0639	6373.828	1550.391	HARU	C1	MODEL	9
24	Spectrogram 1	1	30.445624500	30.523059220	958.083	5980.435	0.0580	5512.500	947.461	HARU	C1	MODEL	9
25	Spectrogram 1	1	30.918346243	30.992375405	683.721	6573.913	0.0522	5684.766	1205.859	HARU	C1	MODEL	9
26	Spectrogram 1	1	31.499235705	31.582426538	1367.442	7121.739	0.0580	5770.898	775.195	HARU	C1	MODEL	9
27	Spectrogram 1	1	45.719799301	45.806413078	1654.860	7852.174	0.0755	6546.094	2239.453	HARU	C1	MODEL	9
28	Spectrogram 1	1	45.969673740	46.054042221	743.192	6619.565	0.0697	5512.500	1378.125	HARU	C1	MODEL	9
29	Spectrogram 1	1	46.305241139	46.393647903	2139.523	6300.000	0.0697	5684.766	1205.859	HARU	C1	MODEL	9
30	Spectrogram 1	1	46.675053408	46.770987549	1866.986	6254.348	0.0755	5426.367	1464.258	HARU	C1	MODEL	9
31	Spectrogram 1	1	47.486535268	47.576848096	796.724	5615.217	0.0639	5254.102	861.328	HARU	C1	MODEL	9
32	Spectrogram 1	1	47.868365505	47.947112623	651.200	6254.348	0.0522	5598.633	775.195	HARU	C1	MODEL	9
33	Spectrogram 1	1	48.206065122	48.289076678	724.994	6117.391	0.0522	5684.766	1119.727	HARU	C1	MODEL	9
34	Spectrogram 1	1	48.595422787	48.673491442	680.030	6071.739	0.0580	5684.766	947.461	HARU	C1	MODEL	9
35	Spectrogram 1	1	48.910766277	48.980079904	709.547	5615.217	0.0464	4995.703	2239.453	HARU	C1	MODEL	9
36	Spectrogram 1	1	49.377611012	49.451754462	586.662	6163.043	0.0464	5340.234	1550.391	HARU	C1	MODEL	9
37	Spectrogram 1	1	50.293440588	50.371848474	1480.131	5021.739	0.0697	4306.641	1808.789	HARU	C1	MODEL	9
38	Spectrogram 1	1	50.750512600	50.862390014	1299.586	5569.565	0.0929	4737.305	1636.523	HARU	C1	MODEL	9
39	Spectrogram 1	1	51.294505173	51.400099010	2048.219	6345.652	0.0813	5426.367	1722.656	HARU	C1	MODEL	9
40	Spectrogram 1	1	52.641947580	52.884456264	1069.950	4976.087	0.2032	4134.375	1722.656	MYLO	C5	MODEL	9
41	Spectrogram 1	1	53.006510064	53.070767714	515.619	6117.391	0.0464	4737.305	2670.117	HARU	C1	MODEL	9
42	Spectrogram 1	1	53.635630263	53.742903959	882.212	6756.522	0.0813	5598.633	1205.859	HARU	C1	MODEL	9
