Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.865055574	1.767521870	2487.202	3874.295	0.7953	3445.312	516.797	MYLO	C4	LOLA	26
2	Spectrogram 1	1	2.154022844	2.247076631	2654.610	8226.898	0.0871	7321.289	2756.250	HARU	C1	LOLA	26
3	Spectrogram 1	1	2.388380529	2.477987879	2726.356	8250.813	0.0813	7321.289	2497.852	HARU	C1	LOLA	26
4	Spectrogram 1	1	2.602059595	2.722684874	2822.017	8059.490	0.1103	6890.625	2325.586	HARU	C1	LOLA	26
5	Spectrogram 1	1	2.826077971	2.991506925	2798.102	8059.490	0.1509	7149.023	2325.586	HARU	C1	LOLA	26
6	Spectrogram 1	1	5.000779434	5.114511840	2941.594	8131.236	0.0987	7235.156	2497.852	HARU	C1	LOLA	26
7	Spectrogram 1	1	5.193779881	5.317851596	3061.171	8083.406	0.1103	7235.156	2583.984	HARU	C1	LOLA	26
8	Spectrogram 1	1	5.407458947	5.938210175	2750.271	3754.718	0.4644	3445.312	344.531	MYLO	C4	LOLA	26
9	Spectrogram 1	1	5.824477769	5.955442358	3276.410	8059.490	0.1161	7407.422	2411.719	HARU	C1	LOLA	26
10	Spectrogram 1	1	6.141549932	6.262175211	2367.625	8083.406	0.1045	7321.289	2842.383	HARU	C1	LOLA	26
11	Spectrogram 1	1	6.431050602	6.530997262	2582.863	7652.928	0.0929	7235.156	2411.719	HARU	C1	LOLA	26
12	Spectrogram 1	1	6.668854724	6.810158623	2702.440	6983.297	0.1277	5598.633	1722.656	HARU	C1	LOLA	26
13	Spectrogram 1	1	15.995741621	16.950081983	1745.824	3754.718	0.7314	3445.312	1205.859	HARU	C2	LOLA	26
14	Spectrogram 1	1	16.767743408	16.884922250	2869.848	8179.067	0.0987	7149.023	2239.453	HARU	C1	LOLA	26
15	Spectrogram 1	1	17.050351205	17.164083611	3180.748	8155.152	0.0871	7062.891	2497.852	HARU	C1	LOLA	26
16	Spectrogram 1	1	17.419119916	17.556977378	2606.779	7676.844	0.1161	7235.156	2583.984	HARU	C1	LOLA	26
17	Spectrogram 1	1	17.763763571	17.905067469	3419.902	7342.028	0.1219	6804.492	2067.188	HARU	C1	LOLA	26
18	Spectrogram 1	1	18.308300546	18.442711571	2845.933	7198.536	0.1277	6029.297	1550.391	HARU	C1	LOLA	26
19	Spectrogram 1	1	18.787355226	18.932105561	2415.456	6576.735	0.1219	5254.102	1464.258	HARU	C1	LOLA	26
20	Spectrogram 1	1	19.211266922	19.280195653	2248.048	9422.668	0.0639	7407.422	2842.383	HARU	C1	LOLA	26
21	Spectrogram 1	1	19.607607125	19.738571714	3180.748	6361.497	0.1161	5167.969	947.461	HARU	C1	LOLA	26
22	Spectrogram 1	1	19.693768039	20.186608465	3037.256	4041.703	0.4296	3703.711	344.531	MYLO	C2	LOLA	26
23	Spectrogram 1	1	20.214179958	20.307233745	3109.002	6074.512	0.0871	5254.102	1119.727	HARU	C1	LOLA	26
24	Spectrogram 1	1	20.613966597	20.775949115	3252.495	5978.850	0.1335	5340.234	1119.727	HARU	C1	LOLA	26
25	Spectrogram 1	1	24.663504715	24.741799003	2989.425	6981.764	0.0639	6890.625	2670.117	HARU	C1	LOLA	26
26	Spectrogram 1	1	24.932326766	25.028604439	2822.017	5567.735	0.0813	4651.172	1033.594	HARU	C1	LOLA	26
27	Spectrogram 1	1	25.312074927	25.415458282	2869.848	6628.257	0.0871	5340.234	1808.789	HARU	C1	LOLA	26
28	Spectrogram 1	1	27.132841505	27.262117874	3491.649	6495.691	0.1103	5426.367	1205.859	HARU	C1	LOLA	26
29	Spectrogram 1	1	27.523030295	27.696368879	3443.818	6539.880	0.1509	5598.633	1291.992	HARU	C1	LOLA	26
30	Spectrogram 1	1	27.943233608	28.089262646	3395.987	6230.561	0.1277	5340.234	1205.859	HARU	C1	LOLA	26
31	Spectrogram 1	1	28.124550101	28.520179426	2739.679	4352.603	0.3309	4134.375	689.062	MYLO	C2	LOLA	26
32	Spectrogram 1	1	29.138617736	29.245457269	3324.241	7533.351	0.0813	7062.891	344.531	HARU	C1	LOLA	26
33	Spectrogram 1	1	29.431564843	29.552190122	2248.048	7605.098	0.0987	7149.023	344.531	HARU	C1	LOLA	26
34	Spectrogram 1	1	29.810672863	29.927851706	1769.740	7413.774	0.0987	7062.891	344.531	HARU	C1	LOLA	26
35	Spectrogram 1	1	30.148423645	30.241477432	1961.063	6911.551	0.0813	6804.492	1981.055	HARU	C1	LOLA	26
36	Spectrogram 1	1	30.517192356	30.620585452	2271.963	8776.952	0.0871	7149.023	344.531	HARU	C1	LOLA	26
37	Spectrogram 1	1	31.106533006	31.209926102	3180.748	6457.158	0.0871	5598.633	1205.859	HARU	C1	LOLA	26
38	Spectrogram 1	1	31.330551382	31.447730224	2104.555	6409.328	0.0987	5426.367	1722.656	HARU	C1	LOLA	26
39	Spectrogram 1	1	31.606266306	31.723445148	2176.302	6528.905	0.0929	5254.102	1636.523	HARU	C1	LOLA	26
40	Spectrogram 1	1	31.837177554	31.968142143	2128.471	6528.905	0.1161	5340.234	1722.656	HARU	C1	LOLA	26
41	Spectrogram 1	1	32.195606956	32.288660742	2056.725	6313.666	0.0755	5081.836	1550.391	HARU	C1	LOLA	26
42	Spectrogram 1	1	32.467875443	32.554036357	2678.525	5500.542	0.0639	4823.438	1378.125	HARU	C1	LOLA	26
43	Spectrogram 1	1	32.747036804	32.840090590	2032.809	6504.989	0.0639	5081.836	1636.523	HARU	C1	LOLA	26
44	Spectrogram 1	1	33.033091037	33.119251951	2558.948	6361.497	0.0755	5167.969	1722.656	HARU	C1	LOLA	26
45	Spectrogram 1	1	33.329484580	33.429431240	2798.102	6218.004	0.0813	5340.234	1636.523	HARU	C1	LOLA	26
46	Spectrogram 1	1	33.577628012	33.698253291	2606.779	6050.597	0.0987	5254.102	1722.656	HARU	C1	LOLA	26
47	Spectrogram 1	1	33.863682246	34.011879017	2558.948	7174.620	0.1335	5770.898	2067.188	HARU	C1	LOLA	26
48	Spectrogram 1	1	34.187647281	34.335844053	2295.879	6600.651	0.1045	5340.234	1205.859	HARU	C1	LOLA	26
49	Spectrogram 1	1	34.673594835	34.797666551	2295.879	6815.889	0.0697	5598.633	602.930	HARU	C1	LOLA	26
50	Spectrogram 1	1	35.021684926	35.114738713	2487.202	3850.380	0.0813	3445.312	602.930	HARU	C1	LOLA	26
51	Spectrogram 1	1	35.314632033	35.404239383	2750.271	6098.427	0.0813	5254.102	1636.523	HARU	C1	LOLA	26
52	Spectrogram 1	1	35.941883485	36.059062328	2248.048	6122.343	0.0987	5081.836	1033.594	HARU	C1	LOLA	26
53	Spectrogram 1	1	36.613938613	36.738010328	2511.117	6122.343	0.1045	5426.367	1722.656	HARU	C1	LOLA	26
54	Spectrogram 1	1	36.999939506	37.113671912	2343.709	6098.427	0.0929	5254.102	1550.391	HARU	C1	LOLA	26
55	Spectrogram 1	1	37.377135047	37.494313890	2582.863	7270.282	0.0987	6201.562	2153.320	HARU	C1	LOLA	26
56	Spectrogram 1	1	37.818278926	37.921672022	2391.540	6744.143	0.0929	5598.633	1808.789	HARU	C1	LOLA	26
57	Spectrogram 1	1	38.545477038	38.638530825	2367.625	5978.850	0.0755	5167.969	1722.656	HARU	C1	LOLA	26
58	Spectrogram 1	1	38.841870581	38.945263678	2774.187	6050.597	0.0813	5340.234	1291.992	HARU	C1	LOLA	26
59	Spectrogram 1	1	39.070488489	39.179621363	2535.033	7158.517	0.0871	6029.297	1378.125	HARU	C1	LOLA	26
60	Spectrogram 1	1	39.503586399	39.596640186	2511.117	5907.104	0.0755	5167.969	1550.391	HARU	C1	LOLA	26
61	Spectrogram 1	1	39.827551434	39.948176714	2391.540	6289.751	0.0987	5512.500	1378.125	HARU	C1	LOLA	26
62	Spectrogram 1	1	40.244570257	40.354856227	2487.202	6528.905	0.0987	5512.500	1636.523	HARU	C1	LOLA	26
63	Spectrogram 1	1	40.602999658	40.706392755	2200.217	6481.074	0.0813	5426.367	1894.922	HARU	C1	LOLA	26
64	Spectrogram 1	1	41.014762546	41.099286521	1961.063	6849.198	0.0697	5512.500	1981.055	HARU	C1	LOLA	26
65	Spectrogram 1	1	41.395680065	41.481840978	2845.933	6528.905	0.0697	5770.898	1464.258	HARU	C1	LOLA	26
66	Spectrogram 1	1	41.758534379	41.847163253	2415.456	7158.517	0.0697	6804.492	2756.250	HARU	C1	LOLA	26
