Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.013298013	0.908692582	1664.151	6258.302	0.7779	5598.633	1464.258	THAR	P1	MODEL	19
2	Spectrogram 1	1	1.073499863	1.265088894	2028.184	6010.703	0.1161	5512.500	1033.594	THAR	P3	MODEL	19
3	Spectrogram 1	1	2.589146344	3.188684880	2679.835	4704.835	0.4876	4220.508	947.461	MYLO	C2	MODEL	19
4	Spectrogram 1	1	5.668433853	6.228143343	2250.736	4613.886	0.4818	3875.977	861.328	MYLO	C2	MODEL	19
5	Spectrogram 1	1	7.465625378	7.800054364	1368.434	3728.028	0.3019	3100.781	947.461	THAR	B2	MODEL	19
6	Spectrogram 1	1	8.225505849	8.645137415	1137.771	3334.634	0.3599	2497.852	516.797	THAR	B2	MODEL	19
7	Spectrogram 1	1	10.338472171	10.934513371	1612.146	4129.490	0.5224	3100.781	947.461	THAR	B2	MODEL	19
8	Spectrogram 1	1	12.141950609	12.519971403	1092.099	3334.635	0.3309	2670.117	775.195	THAR	B2	MODEL	19
9	Spectrogram 1	1	13.797233599	14.235494129	1231.179	3865.283	0.3773	3100.781	1119.727	THAR	B2	MODEL	19
10	Spectrogram 1	1	14.444769700	14.853567340	1248.113	3120.283	0.3657	2325.586	344.531	THAR	B2	MODEL	19
11	Spectrogram 1	1	16.777890061	17.284867711	837.065	3115.293	0.4470	2411.719	775.195	THAR	B2	MODEL	19
12	Spectrogram 1	1	17.528826487	17.866904014	1300.118	3798.238	0.3077	3014.648	947.461	THAR	B2	MODEL	19
13	Spectrogram 1	1	19.152152139	19.654357470	1040.094	2936.635	0.4238	2325.586	516.797	THAR	B2	MODEL	19
14	Spectrogram 1	1	19.668050012	20.286901917	1768.160	4028.735	0.5515	3445.312	1033.594	MYLO	C2	MODEL	19
