Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.655530870	0.827666674	5619.194	7504.113	0.0871	6718.359	258.398	UNK	C1	LOLA	4
1	Spectrogram 2	1	0.655530870	0.827666674	5619.194	7504.113	0.0929	6718.359	258.398	UNK	C1	LOLA	4
2	Spectrogram 1	1	1.201575731	1.515713177	3200.806	4587.823	0.2090	4306.641	344.531	UNK	C1	LOLA	4
2	Spectrogram 2	1	1.201575731	1.515713177	3200.806	4587.823	0.2090	4349.707	473.730	UNK	C1	LOLA	4
3	Spectrogram 1	1	12.639033053	13.691393498	2596.210	5263.548	0.8940	4995.703	1205.859	MYME	C1	LOLA	4
3	Spectrogram 2	1	12.639033053	13.691393498	2596.210	5263.548	0.8824	4952.637	1162.793	MYME	C1	LOLA	4
4	Spectrogram 1	1	15.277529591	15.543986383	1884.919	5405.806	0.2380	5254.102	516.797	MYAX	C4	LOLA	4
4	Spectrogram 2	1	15.277529591	15.543986383	1884.919	5405.806	0.2322	5254.102	473.730	MYAX	C4	LOLA	4
5	Spectrogram 1	1	19.586601002	20.042100299	2092.881	3513.051	0.2961	3186.914	602.930	MYLO	C3	LOLA	4
5	Spectrogram 2	1	19.586601002	20.042100299	2092.881	3513.051	0.3019	3186.914	559.863	MYLO	C3	LOLA	4
6	Spectrogram 1	1	20.351689839	20.991961940	1422.581	4814.888	0.4470	4392.773	1464.258	MYAX	C1	LOLA	4
6	Spectrogram 2	1	20.351689839	20.991961940	1422.581	4814.888	0.4412	4435.840	1378.125	MYAX	C1	LOLA	4
7	Spectrogram 1	1	21.258741982	21.882340331	711.290	5745.037	0.5457	5426.367	689.062	MYAX	C1	LOLA	4
7	Spectrogram 2	1	21.258741982	21.882340331	711.290	5745.037	0.5457	5426.367	689.062	MYAX	C1	LOLA	4
8	Spectrogram 1	1	23.426136669	23.888309513	1233.305	3665.881	0.3135	2928.516	689.062	MYLO	C3	LOLA	4
8	Spectrogram 2	1	23.426136669	23.888309513	1233.305	3665.881	0.3135	2885.449	645.996	MYLO	C3	LOLA	4
9	Spectrogram 1	1	24.177981849	24.471439896	875.434	6237.469	0.2612	5426.367	430.664	MYAX	C1	LOLA	4
9	Spectrogram 2	1	24.177981849	24.471439896	875.434	6237.469	0.2670	5426.367	430.664	MYAX	C1	LOLA	4
10	Spectrogram 1	1	25.501364638	25.781483683	1756.525	3438.305	0.1916	2928.516	430.664	MYLO	C3	LOLA	4
10	Spectrogram 2	1	25.501364638	25.781483683	1756.525	3438.305	0.1974	2971.582	516.797	MYLO	C3	LOLA	4
11	Spectrogram 1	1	26.034503499	27.397441782	1087.668	5252.605	1.0449	4823.438	1119.727	MYME	C1	LOLA	4
11	Spectrogram 2	1	26.034503499	27.397441782	1087.668	5252.605	1.0449	4866.504	1162.793	MYME	C1	LOLA	4
12	Spectrogram 1	1	28.154160174	28.486387712	2130.254	3363.559	0.2264	3273.047	430.664	MYSP	C1	LOLA	4
12	Spectrogram 2	1	28.154160174	28.486387712	2130.254	3363.559	0.2206	3229.980	430.664	MYSP	C1	LOLA	4
13	Spectrogram 1	1	29.897974695	29.966357412	1977.578	4634.237	0.0348	4134.375	516.797	MYSP	C1	LOLA	4
13	Spectrogram 2	1	29.897974695	29.966357412	1977.578	4634.237	0.0348	4134.375	559.863	MYSP	C1	LOLA	4
14	Spectrogram 1	1	29.972541019	30.335676825	1569.661	3856.278	0.2438	3014.648	430.664	MYLO	C3	LOLA	4
14	Spectrogram 2	1	29.972541019	30.335676825	1569.661	3856.278	0.2438	3014.648	473.730	MYLO	C3	LOLA	4
15	Spectrogram 1	1	31.187814212	31.378814214	1233.305	4350.673	0.1451	3531.445	1636.523	MYAX	C3	LOLA	4
15	Spectrogram 2	1	31.187814212	31.378814214	1233.305	4350.673	0.1393	3574.512	1593.457	MYAX	C3	LOLA	4
16	Spectrogram 1	1	32.129123940	32.237593077	2317.119	5734.978	0.0987	5340.234	947.461	MYSP	C1	LOLA	4
16	Spectrogram 2	1	32.129123940	32.237593077	2317.119	5734.978	0.0929	5297.168	861.328	MYSP	C1	LOLA	4
17	Spectrogram 1	1	33.895561672	34.241112862	1719.153	3400.932	0.2206	2928.516	602.930	MYLO	C3	LOLA	4
17	Spectrogram 2	1	33.895561672	34.241112862	1719.153	3400.932	0.2206	2928.516	602.930	MYLO	C3	LOLA	4
18	Spectrogram 1	1	34.739104120	34.868795479	1943.390	5042.825	0.0871	4134.375	775.195	MYSP	C2	LOLA	4
18	Spectrogram 2	1	34.739104120	34.868795479	1943.390	5042.825	0.0929	4349.707	990.527	MYSP	C2	LOLA	4
19	Spectrogram 1	1	37.552604589	38.705678673	1607.034	5438.341	0.9636	5254.102	1033.594	MYME	C1	LOLA	4
19	Spectrogram 2	1	37.552604589	38.705678673	1607.034	5438.341	0.9636	5297.168	1119.727	MYME	C1	LOLA	4
20	Spectrogram 1	1	39.349313018	39.540313019	1233.305	3774.661	0.1393	3273.047	1550.391	MYAX	C3	LOLA	4
20	Spectrogram 2	1	39.349313018	39.540313019	1233.305	3774.661	0.1393	3316.113	1593.457	MYAX	C3	LOLA	4
21	Spectrogram 1	1	41.490392232	41.901330361	896.949	4223.136	0.3541	3100.781	1291.992	MYAX	C3	LOLA	4
21	Spectrogram 2	1	41.490392232	41.901330361	896.949	4223.136	0.3599	3100.781	1291.992	MYAX	C3	LOLA	4
22	Spectrogram 1	1	44.161490070	44.433597750	1233.305	4073.644	0.2322	3445.312	1464.258	MYAX	C3	LOLA	4
22	Spectrogram 2	1	44.161490070	44.433597750	1233.305	4073.644	0.2322	3445.312	1507.324	MYAX	C3	LOLA	4
23	Spectrogram 1	1	45.808439095	47.057913135	336.356	6241.271	1.0971	5426.367	861.328	MYME	C1	LOLA	4
23	Spectrogram 2	1	45.808439095	47.057913135	336.356	6241.271	1.1029	5383.301	861.328	MYME	C1	LOLA	4
24	Spectrogram 1	1	47.820985175	48.131965380	1980.763	3475.678	0.2496	2842.383	430.664	MYLO	C3	LOLA	4
24	Spectrogram 2	1	47.820985175	48.131965380	1980.763	3475.678	0.2554	2799.316	430.664	MYLO	C3	LOLA	4
25	Spectrogram 1	1	48.259689393	48.515137419	1644.407	2802.966	0.2148	2325.586	258.398	MYLO	C3	LOLA	4
25	Spectrogram 2	1	48.259689393	48.515137419	1644.407	2802.966	0.2090	2325.586	258.398	MYLO	C3	LOLA	4
