Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.163583071	0.322612353	1084.738	3522.781	0.1103	2756.250	602.930	THAR	B1	MODEL	7
2	Spectrogram 1	1	0.280605500	0.373434847	1696.154	6810.264	0.0522	5770.898	1205.859	THAR	P1	MODEL	7
3	Spectrogram 1	1	0.435376489	0.530321676	1500.444	6799.657	0.0580	5684.766	947.461	THAR	P1	MODEL	7
4	Spectrogram 1	1	0.534741024	0.618708622	974.702	5940.386	0.0639	5340.234	947.461	THAR	P1	MODEL	7
5	Spectrogram 1	1	1.033766385	1.126933562	1239.497	6211.477	0.0522	5684.766	430.664	THAR	P1	MODEL	7
6	Spectrogram 1	1	1.270562350	1.369997664	1174.260	6164.605	0.0639	5770.898	516.797	THAR	P1	MODEL	7
7	Spectrogram 1	1	1.481827693	1.610852092	1761.391	6212.526	0.0697	5598.633	1205.859	THAR	P1	MODEL	7
8	Spectrogram 1	1	6.205208299	6.333047362	1957.101	6431.673	0.1103	6115.430	2153.320	HARU	C1	MODEL	7
9	Spectrogram 1	1	6.522512453	6.678735830	1565.680	5153.698	0.1277	4392.773	1636.523	HARU	C1	MODEL	7
10	Spectrogram 1	1	6.686872196	6.904122542	2218.047	5675.067	0.1800	4565.039	1636.523	HARU	C1	MODEL	7
11	Spectrogram 1	1	8.160068072	8.345197651	1062.326	5088.462	0.1509	2842.383	516.797	THAR	B1	MODEL	7
12	Spectrogram 1	1	8.466871266	8.632455226	1322.223	3979.438	0.1277	2670.117	430.664	THAR	B1	MODEL	7
13	Spectrogram 1	1	9.839695398	10.294012369	1282.522	4697.041	0.3367	2842.383	602.930	THAR	B2	MODEL	7
14	Spectrogram 1	1	11.467240912	11.823559130	1324.322	5088.462	0.2438	2670.117	602.930	THAR	B2	MODEL	7
15	Spectrogram 1	1	11.968173374	12.309687333	1507.789	6059.666	0.2496	3014.648	602.930	THAR	B2	MODEL	7
16	Spectrogram 1	1	13.298263789	13.513665341	1376.267	3783.728	0.1567	2583.984	516.797	THAR	B2	MODEL	7
17	Spectrogram 1	1	14.461576462	14.696536193	1389.559	3653.254	0.1683	2670.117	344.531	THAR	B2	MODEL	7
18	Spectrogram 1	1	14.832041088	15.089858103	1489.425	3392.308	0.1858	2497.852	430.664	THAR	B2	MODEL	7
19	Spectrogram 1	1	16.855505442	17.099040083	1229.528	3653.254	0.1800	2670.117	516.797	THAR	B2	MODEL	7
20	Spectrogram 1	1	17.342477538	17.514458729	1554.662	3522.781	0.1161	2756.250	344.531	THAR	B2	MODEL	7
21	Spectrogram 1	1	18.822311773	19.135963303	1032.768	3457.544	0.2264	2497.852	430.664	MYMY	C1	MODEL	7
22	Spectrogram 1	1	19.485645538	19.703849432	1305.958	3979.438	0.1683	2756.250	344.531	MYMY	C1	MODEL	7
23	Spectrogram 1	1	20.564468723	20.799847563	1265.207	3522.781	0.1800	2583.984	516.797	MYMY	C1	MODEL	7
24	Spectrogram 1	1	21.490239170	21.791998439	1645.434	3522.781	0.2322	2670.117	430.664	MYMY	C1	MODEL	7
25	Spectrogram 1	1	23.211942655	23.419168965	760.628	4697.041	0.1625	2670.117	516.797	MYMY	C1	MODEL	7
26	Spectrogram 1	1	23.485510519	23.684329803	1276.401	4109.911	0.1567	2928.516	516.797	MYMY	C1	MODEL	7
27	Spectrogram 1	1	24.578957532	24.789166629	1467.038	4501.331	0.1683	3359.180	861.328	MYMY	C1	MODEL	7
28	Spectrogram 1	1	24.791527587	25.007773036	1699.827	4562.895	0.1800	3445.312	1119.727	MYMY	C1	MODEL	7
29	Spectrogram 1	1	26.142976771	26.345964178	1547.491	3327.071	0.1567	2583.984	516.797	MYMY	C1	MODEL	7
30	Spectrogram 1	1	26.410598507	26.626592732	1319.250	3457.544	0.1625	2842.383	344.531	MYMY	C1	MODEL	7
31	Spectrogram 1	1	27.778755291	27.980125693	1183.705	3783.728	0.1451	2583.984	430.664	MYMY	C1	MODEL	7
32	Spectrogram 1	1	28.279236653	28.517076391	1236.699	3522.781	0.1625	2842.383	430.664	MYMY	C1	MODEL	7
33	Spectrogram 1	1	29.443444663	29.669894583	1145.927	3457.544	0.1625	2670.117	602.930	MYMY	C1	MODEL	7
34	Spectrogram 1	1	30.384855858	30.597957516	1319.250	3522.781	0.1567	2756.250	344.531	MYMY	C1	MODEL	7
35	Spectrogram 1	1	31.310528678	31.501714040	1429.261	3457.544	0.1451	2670.117	602.930	MYMY	C1	MODEL	7
36	Spectrogram 1	1	32.765421582	33.016860805	1336.565	4175.148	0.2032	2756.250	430.664	MYMY	C1	MODEL	7
37	Spectrogram 1	1	34.188800474	34.346660292	1445.526	3327.071	0.1103	2670.117	516.797	THAR	B1	MODEL	7
38	Spectrogram 1	1	34.381203087	34.614030803	1468.962	3261.834	0.1741	2842.383	430.664	THAR	B1	MODEL	7
39	Spectrogram 1	1	34.825555702	34.955930114	3706.391	5687.691	0.1103	4478.906	258.398	MYSP	C1	MODEL	7
40	Spectrogram 1	1	35.816593628	36.012700775	1033.818	3588.018	0.1451	2583.984	516.797	THAR	B1	MODEL	7
41	Spectrogram 1	1	36.139547410	36.341942149	1276.401	3718.491	0.1509	2842.383	344.531	MYMY	C1	MODEL	7
