Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.363342404	2.721410223	2750.271	6528.905	1.9679	5340.234	689.062	THAR	P3	LOLA	24
2	Spectrogram 1	1	3.101822405	3.426148175	2367.625	4089.534	0.2438	3617.578	516.797	THAR	B2	LOLA	24
3	Spectrogram 1	1	22.075443251	22.219317089	4256.941	6337.581	0.1219	5684.766	775.195	THAR	B2	LOLA	24
4	Spectrogram 1	1	22.453416894	22.572905335	3539.479	6385.412	0.1103	5684.766	775.195	THAR	B2	LOLA	24
5	Spectrogram 1	1	23.163031925	23.433709823	1865.401	5954.935	0.2206	5426.367	775.195	THAR	B2	LOLA	24
6	Spectrogram 1	1	24.143324855	24.457896467	2535.033	5620.119	0.2670	5167.969	1033.594	THAR	B2	LOLA	24
7	Spectrogram 1	1	26.271778494	26.596104264	2463.286	4639.588	0.2902	4220.508	861.328	THAR	B2	LOLA	24
8	Spectrogram 1	1	27.359367168	27.561765957	1865.401	3419.902	0.1625	2928.516	602.930	THAR	B1	LOLA	24
9	Spectrogram 1	1	29.592942483	29.858743302	1650.163	3204.664	0.2264	2928.516	775.195	THAR	B1	LOLA	24
10	Spectrogram 1	1	30.820437729	30.986258423	3898.210	6504.989	0.1277	6287.695	947.461	THAR	P1	LOLA	24
11	Spectrogram 1	1	31.515421522	31.686119296	4113.449	6194.089	0.1451	5770.898	689.062	THAR	P1	LOLA	24
12	Spectrogram 1	1	39.107039695	39.248474993	4113.449	7150.705	0.1103	6115.430	602.930	THAR	P3	LOLA	24
13	Spectrogram 1	1	42.223493338	42.450277523	2032.809	3563.395	0.1916	3100.781	516.797	THAR	B1	LOLA	24
14	Spectrogram 1	1	45.676380757	45.798694265	1841.486	7965.707	0.1045	5426.367	516.797	HARU	C1	LOLA	24
15	Spectrogram 1	1	49.742500095	49.961968661	1937.148	3348.156	0.1858	2928.516	602.930	THAR	B1	LOLA	24
16	Spectrogram 1	1	52.327161656	52.519806287	2008.894	3348.156	0.1509	3014.648	602.930	THAR	B1	LOLA	24
17	Spectrogram 1	1	55.323354564	55.457474243	2271.963	3372.072	0.0987	3100.781	430.664	THAR	B1	LOLA	24
18	Spectrogram 1	1	57.656106004	57.804856921	3969.957	6576.735	0.1219	6201.562	1033.594	THAR	P3	LOLA	24
19	Spectrogram 1	1	58.334020020	58.558365666	1769.740	3539.479	0.1800	3014.648	602.930	THAR	B1	LOLA	24
