Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	1.367231811	1.475440135	1927.958	6729.711	0.0871	6201.562	1464.258	THAR	P1	MODEL	12
2	Spectrogram 1	1	1.534126297	1.626428437	1623.313	6556.433	0.0755	6029.297	1205.859	THAR	P1	MODEL	12
3	Spectrogram 1	1	3.794688292	4.120007373	1055.757	3949.457	0.2612	2928.516	516.797	THAR	B1	MODEL	12
4	Spectrogram 1	1	5.693376916	5.971331925	1285.123	3756.331	0.2322	3014.648	430.664	THAR	B1	MODEL	12
5	Spectrogram 1	1	7.228792376	7.544711060	1285.123	3707.805	0.2322	3014.648	430.664	THAR	B1	MODEL	12
6	Spectrogram 1	1	9.293575249	9.576490546	1217.485	3572.943	0.2148	2928.516	344.531	THAR	B1	MODEL	12
7	Spectrogram 1	1	11.576860710	11.832317570	1149.847	3602.754	0.1974	2842.383	344.531	THAR	B1	MODEL	12
8	Spectrogram 1	1	13.198819600	13.470615870	1285.123	3704.000	0.2206	2842.383	344.531	THAR	B1	MODEL	12
9	Spectrogram 1	1	15.359283000	15.689945220	1285.123	3582.003	0.2264	2756.250	258.398	THAR	B1	MODEL	12
10	Spectrogram 1	1	17.794686790	18.085695840	946.933	3620.691	0.2264	2842.383	430.664	THAR	B1	MODEL	12
11	Spectrogram 1	1	19.505554050	19.776653280	1352.761	3720.092	0.2032	2928.516	430.664	THAR	B1	MODEL	12
12	Spectrogram 1	1	20.845823240	21.123532730	1082.209	3610.953	0.2148	3014.648	430.664	THAR	B1	MODEL	12
13	Spectrogram 1	1	22.219090800	22.472381700	1352.761	3852.555	0.2090	2928.516	430.664	THAR	B1	MODEL	12
14	Spectrogram 1	1	24.010035240	24.275780950	1014.571	3891.193	0.2032	2928.516	430.664	THAR	B1	MODEL	12
15	Spectrogram 1	1	25.753158370	25.980272520	1285.123	3688.643	0.1858	2928.516	430.664	THAR	B1	MODEL	12
16	Spectrogram 1	1	27.228213260	27.486641300	1352.761	3813.817	0.2148	3014.648	430.664	THAR	B1	MODEL	12
17	Spectrogram 1	1	29.480451010	29.783669360	1149.847	3630.065	0.2264	2756.250	430.664	THAR	B1	MODEL	12
18	Spectrogram 1	1	30.877712210	31.167454150	1014.571	3562.791	0.2322	2928.516	430.664	THAR	B1	MODEL	12
19	Spectrogram 1	1	32.586858990	32.837370130	1217.485	3610.903	0.1974	2928.516	430.664	THAR	B1	MODEL	12
20	Spectrogram 1	1	33.907622760	34.164577680	946.933	3855.368	0.1974	2928.516	344.531	THAR	B1	MODEL	12
21	Spectrogram 1	1	35.596276830	35.883877760	1217.485	3584.816	0.2032	2842.383	258.398	THAR	B1	MODEL	12
22	Spectrogram 1	1	37.295645350	37.576979340	1217.485	3640.217	0.2148	2842.383	344.531	THAR	B1	MODEL	12
23	Spectrogram 1	1	38.689957710	39.025295180	946.933	3707.855	0.2380	2928.516	344.531	THAR	B1	MODEL	12
24	Spectrogram 1	1	40.655032420	40.947377260	946.933	3659.379	0.2322	2928.516	516.797	THAR	B1	MODEL	12
25	Spectrogram 1	1	42.641814620	42.928776800	1082.209	3669.117	0.2206	2928.516	344.531	THAR	B1	MODEL	12
26	Spectrogram 1	1	43.903683300	44.180548040	1217.485	3852.555	0.2032	3100.781	516.797	THAR	B1	MODEL	12
27	Spectrogram 1	1	45.439772290	45.830950420	1217.485	3727.017	0.2670	2928.516	344.531	THAR	B1	MODEL	12
28	Spectrogram 1	1	47.259994670	47.529011180	1285.123	3761.900	0.2032	2928.516	344.531	THAR	B1	MODEL	12
29	Spectrogram 1	1	48.827056230	49.117888430	1555.675	3688.643	0.2148	2928.516	344.531	THAR	B1	MODEL	12
30	Spectrogram 1	1	50.372270660	50.697019650	1082.209	3736.805	0.2322	2928.516	344.531	THAR	B1	MODEL	12
31	Spectrogram 1	1	52.712493500	53.028589030	1082.209	3562.791	0.2380	2842.383	344.531	THAR	B1	MODEL	12
32	Spectrogram 1	1	54.389515760	54.619478330	1285.123	3678.905	0.1974	2928.516	344.531	THAR	B1	MODEL	12
33	Spectrogram 1	1	56.572444350	56.914294260	879.294	3948.729	0.2264	3014.648	430.664	THAR	B1	MODEL	12
34	Spectrogram 1	1	58.792568110	59.085089800	1082.209	3736.805	0.2032	2928.516	344.531	THAR	B1	MODEL	12
