Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	1.958057681	4.668652455	3004.561	6058.784	2.3684	5340.234	1291.992	THAR	P1	LOLA	13
2	Spectrogram 1	1	4.768503655	4.919498153	2632.095	5115.203	0.1161	4306.641	861.328	THAR	P1	LOLA	13
3	Spectrogram 1	1	5.075363441	5.245841100	2607.264	4742.736	0.1161	4220.508	775.195	THAR	P1	LOLA	13
4	Spectrogram 1	1	5.630633530	5.803546584	2185.135	4618.581	0.1393	3962.109	775.195	THAR	P1	LOLA	13
5	Spectrogram 1	1	6.210257569	6.621839346	2607.264	5164.865	0.2496	4220.508	947.461	THAR	P1	LOLA	13
6	Spectrogram 1	1	6.695788698	6.973423743	2507.939	5289.020	0.1800	3962.109	775.195	THAR	P1	LOLA	13
9	Spectrogram 1	1	7.311943665	7.489727509	2582.432	5189.696	0.1393	4306.641	1033.594	THAR	P1	LOLA	13
10	Spectrogram 1	1	12.332745759	12.786146632	2309.291	4494.426	0.3947	3962.109	430.664	MYLO	C2	LOLA	13
11	Spectrogram 1	1	15.958279366	16.169433421	2781.081	5189.696	0.1800	4306.641	1205.859	THAR	B1	LOLA	13
12	Spectrogram 1	1	16.432456095	16.632158495	2582.432	4717.905	0.1858	4134.375	947.461	THAR	B1	LOLA	13
13	Spectrogram 1	1	17.007209344	17.197170164	2582.432	4792.399	0.1625	3875.977	861.328	THAR	B1	LOLA	13
14	Spectrogram 1	1	17.508900740	17.771923414	2582.432	4270.946	0.2148	3962.109	1119.727	THAR	B1	LOLA	13
15	Spectrogram 1	1	18.593449264	19.212791306	993.243	4345.439	0.5283	3962.109	1636.523	MYLO	C2	LOLA	13
16	Spectrogram 1	1	19.584655080	19.830629988	2135.473	4941.385	0.1974	4048.242	1205.859	THAR	B1	LOLA	13
17	Spectrogram 1	1	20.592031687	20.779557112	2781.081	5115.203	0.1451	4565.039	1291.992	THAR	B1	LOLA	13
18	Spectrogram 1	1	27.953586626	28.382216168	2060.980	4991.047	0.3831	4306.641	1636.523	THAR	B1	LOLA	13
19	Spectrogram 1	1	30.977523235	32.433562028	1787.838	5065.541	1.0507	4392.773	775.195	MYAX	C5	LOLA	13
21	Spectrogram 1	1	35.306276896	35.527897853	3029.392	4022.635	0.1800	3617.578	430.664	THAR	B2	LOLA	13
22	Spectrogram 1	1	35.993058322	36.231727044	2855.574	4643.412	0.1858	3703.711	516.797	THAR	B2	LOLA	13
23	Spectrogram 1	1	36.879542147	37.140129426	2433.446	4792.399	0.1974	3531.445	775.195	THAR	B2	LOLA	13
24	Spectrogram 1	1	37.617466870	37.856135592	2433.446	4792.399	0.1800	3531.445	602.930	THAR	B2	LOLA	13
25	Spectrogram 1	1	38.547349320	38.712956189	2979.730	5115.203	0.1161	3875.977	689.062	THAR	B2	LOLA	13
26	Spectrogram 1	1	39.766177387	40.017023085	2383.784	4022.635	0.2148	3273.047	689.062	THAR	B2	LOLA	13
27	Spectrogram 1	1	40.524715774	41.032340139	2284.459	4419.932	0.3947	3789.844	430.664	MYLO	C2	LOLA	13
29	Spectrogram 1	1	44.343312283	44.630688907	2345.745	3629.731	0.2438	2928.516	430.664	THAR	B2	LOLA	13
30	Spectrogram 1	1	45.524478918	45.987203992	2296.361	3654.423	0.3367	3014.648	516.797	THAR	B2	LOLA	13
31	Spectrogram 1	1	47.832351252	48.265851585	2444.513	3555.655	0.3077	2928.516	430.664	THAR	B2	LOLA	13
32	Spectrogram 1	1	49.222961869	49.627237460	2148.208	3308.735	0.3019	2756.250	344.531	THAR	B2	LOLA	13
33	Spectrogram 1	1	50.668868083	51.236315147	2024.748	3358.119	0.4586	2928.516	516.797	THAR	B2	LOLA	13
34	Spectrogram 1	1	52.179336053	52.973274864	2172.900	4197.648	0.6966	3703.711	947.461	MYLO	C2	LOLA	13
35	Spectrogram 1	1	53.923078963	54.244551119	2172.900	3061.814	0.2670	2670.117	258.398	THAR	B2	LOLA	13
36	Spectrogram 1	1	56.494856215	56.928356547	2345.745	3555.655	0.3483	3186.914	602.930	THAR	B2	LOLA	13
37	Spectrogram 1	1	57.292086223	57.623299960	2296.361	3481.579	0.2612	2928.516	430.664	THAR	B2	LOLA	13
38	Spectrogram 1	1	32.516880842	32.946805921	2241.346	4482.692	0.3657	3703.711	430.664	MYLO	C2	LOLA	13
