Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
1	Spectrogram 1	1	0.328818447	0.669450729	1617.925	4273.256	0.2902	3531.445	1205.859	HARU	C2	LOLA	20
2	Spectrogram 1	1	2.448869379	2.745266025	4570.285	5999.853	0.2612	5598.633	602.930	THAR	B2	LOLA	20
3	Spectrogram 1	1	2.912168991	3.022702284	2350.291	6952.898	0.0929	6029.297	1808.789	HARU	C1	LOLA	20
4	Spectrogram 1	1	3.185544538	3.325924085	2101.031	6672.445	0.0987	6029.297	1636.523	HARU	C1	LOLA	20
5	Spectrogram 1	1	3.674432259	3.778787814	1862.770	6794.477	0.0813	5857.031	1808.789	HARU	C1	LOLA	20
6	Spectrogram 1	1	4.274968943	4.385231416	2093.895	6281.686	0.0871	5943.164	1722.656	HARU	C1	LOLA	20
7	Spectrogram 1	1	4.712080890	4.847940009	2820.349	6794.477	0.1103	5340.234	1119.727	HARU	C1	LOLA	20
8	Spectrogram 1	1	5.148093206	5.229952323	1169.646	6538.081	0.0580	5426.367	1981.055	HARU	C1	LOLA	20
9	Spectrogram 1	1	5.490532050	5.570584606	2393.023	5943.337	0.0580	5081.836	775.195	HARU	C1	LOLA	20
10	Spectrogram 1	1	5.852147707	5.958472235	2350.291	5811.628	0.0639	5081.836	516.797	HARU	C1	LOLA	20
11	Spectrogram 1	1	6.513722546	6.631860910	3076.744	6025.291	0.0871	4995.703	430.664	HARU	C1	LOLA	20
12	Spectrogram 1	1	7.065034911	7.193018139	3034.012	5897.093	0.0871	4995.703	689.062	HARU	C1	LOLA	20
13	Spectrogram 1	1	7.462767403	7.602564467	2478.488	6580.814	0.1103	5943.164	1550.391	HARU	C1	LOLA	20
14	Spectrogram 1	1	8.082701637	8.199412565	2382.613	6025.291	0.0755	5340.234	1033.594	HARU	C1	LOLA	20
15	Spectrogram 1	1	8.498696421	8.597145057	2521.221	6196.221	0.0697	5081.836	602.930	HARU	C1	LOLA	20
16	Spectrogram 1	1	10.125997306	10.719697664	2101.031	4093.762	0.4818	3445.312	1033.594	HARU	C2	LOLA	20
17	Spectrogram 1	1	12.948612063	13.270907445	1797.790	2967.436	0.2322	2583.984	430.664	THAR	B1	LOLA	20
18	Spectrogram 1	1	13.224865248	13.878088924	3313.998	7992.583	0.5457	6804.492	1722.656	MYAX	C2	LOLA	20
19	Spectrogram 1	1	14.013337879	14.234915955	1906.090	2837.475	0.1741	2497.852	344.531	THAR	B1	LOLA	20
20	Spectrogram 1	1	15.017706254	15.155985687	2772.495	6238.953	0.1045	5512.500	1291.992	HARU	C1	LOLA	20
21	Spectrogram 1	1	15.397554384	15.524183588	1927.750	5897.093	0.0987	5340.234	1722.656	HARU	C1	LOLA	20
22	Spectrogram 1	1	19.324620925	19.457976561	2274.312	8783.019	0.0639	6718.359	1205.859	MYAX	C4	LOLA	20
23	Spectrogram 1	1	19.567016655	19.777084182	1862.770	2707.515	0.1741	2411.719	258.398	THAR	B1	LOLA	20
24	Spectrogram 1	1	22.929031582	23.139099108	1862.770	2685.855	0.1800	2411.719	344.531	THAR	B1	LOLA	20
25	Spectrogram 1	1	32.744824630	32.966402706	1776.130	2685.855	0.1800	2325.586	258.398	THAR	B1	LOLA	20
26	Spectrogram 1	1	36.499486734	36.692288436	1884.430	2620.874	0.1451	2411.719	258.398	THAR	B1	LOLA	20
27	Spectrogram 1	1	37.518170353	37.705216781	1819.450	2859.136	0.1451	2583.984	430.664	THAR	B1	LOLA	20
28	Spectrogram 1	1	39.471885683	39.673320297	1721.294	2745.356	0.1683	2325.586	258.398	THAR	B1	LOLA	20
29	Spectrogram 1	1	41.034643186	41.187157965	1884.430	2620.874	0.1277	2411.719	258.398	THAR	B1	LOLA	20
30	Spectrogram 1	1	41.966770015	42.142305893	2832.510	6601.927	0.1277	6373.828	258.398	THAR	P3	LOLA	20
31	Spectrogram 1	1	42.611360780	42.763875559	2113.488	2963.241	0.1219	2583.984	258.398	THAR	B1	LOLA	20
32	Spectrogram 1	1	43.989749067	44.110609836	2026.334	2832.510	0.0987	2497.852	258.398	THAR	B1	LOLA	20
33	Spectrogram 1	1	45.729303704	45.864552659	2069.911	2745.356	0.0987	2497.852	172.266	THAR	B1	LOLA	20
34	Spectrogram 1	1	50.002595158	50.149354662	2026.334	2810.721	0.1161	2497.852	172.266	THAR	B1	LOLA	20
